filename,width,height,class,xmin,ymin,xmax,ymax,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,62,300,67,316,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,62,321,64,339,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,67,299,73,317,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,73,301,81,317,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,79,299,87,315,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,87,298,94,313,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,93,298,101,314,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,99,298,106,313,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,107,297,114,313,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,160,140,165,152,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,165,139,169,151,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,170,140,174,151,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,117,225,123,237,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,112,225,116,238,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,107,223,111,237,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,160,310,165,329,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,150,312,154,330,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,144,312,148,330,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,138,312,144,331,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,111,314,116,332,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,124,314,129,332,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,117,314,123,332,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,104,316,109,334,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,64,320,71,336,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,69,318,79,336,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,79,320,85,335,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,86,317,90,335,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,154,312,161,330,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,90,318,96,335,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,98,316,103,334,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,175,141,177,150,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,156,142,161,151,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,179,140,182,150,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,182,139,186,149,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,187,138,192,149,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,191,138,197,150,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,196,138,202,149,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,201,139,205,149,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,151,142,154,154,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,206,138,209,148,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,215,138,220,148,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,353,152,354,161,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,210,139,214,147,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,220,139,223,148,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,223,138,227,146,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,62,222,66,236,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,65,223,71,237,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,78,223,84,238,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,72,225,78,237,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,85,223,89,238,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,89,223,94,237,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,95,224,99,238,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,100,224,105,236,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,123,224,128,236,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,129,223,134,237,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,140,222,143,234,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,135,224,140,236,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,144,223,149,235,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,168,218,175,232,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,157,222,161,236,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,174,218,180,232,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,163,222,168,233,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,180,219,185,231,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,190,218,196,230,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,205,220,209,232,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,186,219,190,233,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,214,220,218,232,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,218,218,223,232,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,151,222,155,234,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,223,218,227,230,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,227,219,233,231,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,233,220,239,231,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,241,217,244,228,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,249,217,253,231,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,243,218,249,230,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,254,216,258,230,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,265,216,269,228,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,260,217,264,227,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,274,212,280,224,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,268,214,274,226,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,279,213,284,225,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,285,212,290,226,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,296,211,302,225,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,292,213,296,225,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,302,211,308,223,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,308,212,313,224,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,333,210,339,224,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,340,210,346,224,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,346,210,350,222,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,230,232,236,246,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,241,232,247,244,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,248,230,254,244,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,235,233,241,245,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,253,231,258,245,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,259,231,264,243,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,263,230,267,242,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,268,230,272,242,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,273,229,278,241,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,278,227,283,241,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,286,229,292,241,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,291,226,296,240,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,296,227,302,241,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,302,228,307,242,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,307,228,313,240,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,314,227,318,241,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,323,229,329,241,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,318,229,324,239,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,277,157,282,167,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,286,156,291,167,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,282,156,286,167,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,292,156,296,166,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,297,155,301,165,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,308,154,313,164,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,302,155,306,163,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,312,153,317,165,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,318,153,322,164,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,327,154,331,165,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,323,154,327,165,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,332,154,337,164,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,109,167,113,178,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,113,168,116,179,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,339,152,343,164,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,225,233,229,247,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,hotspot,104,168,107,174,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,314,212,317,226,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,323,211,329,226,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,317,210,323,224,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,328,210,333,224,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,199,218,204,232,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,330,226,335,240,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,351,208,355,222,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,130,314,135,333,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,211,219,215,231,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,342,151,347,162,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,349,152,352,163,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,145,143,149,153,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,341,227,346,237,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,335,227,341,239,
f39ab94c-924c-4e8e-9c74-f313c37fd981.jpg,416,416,diode,348,227,353,238,
4661f27f-b7aa-401a-9868-669b1ebaf017.jpg,416,416,hotspot,242,211,250,223,
4661f27f-b7aa-401a-9868-669b1ebaf017.jpg,416,416,hotspot,236,212,242,224,
4661f27f-b7aa-401a-9868-669b1ebaf017.jpg,416,416,hotspot,248,163,253,173,
372a7e69-f082-4955-b577-6262970a76b5.jpg,416,416,hotspot,325,287,361,320,
6aba0c6d-452f-461d-9065-e3cefa351cf5.jpg,416,416,hotspot,231,182,239,187,
6aba0c6d-452f-461d-9065-e3cefa351cf5.jpg,416,416,hotspot,218,187,226,194,
6aba0c6d-452f-461d-9065-e3cefa351cf5.jpg,416,416,hotspot,204,193,214,199,
ef999bfb-9992-47c6-9d4f-ae956c5b2357.jpg,416,416,hotspot,176,231,184,237,
ef999bfb-9992-47c6-9d4f-ae956c5b2357.jpg,416,416,hotspot,190,225,200,232,
ef999bfb-9992-47c6-9d4f-ae956c5b2357.jpg,416,416,hotspot,203,220,212,228,
c331c8ad-867e-40f5-bdb4-cf65dffec8c4.jpg,416,416,hotspot,198,333,232,359,
c331c8ad-867e-40f5-bdb4-cf65dffec8c4.jpg,416,416,hotspot,201,403,225,415,
eeff2499-7420-4d25-97f2-9a19909b4a83.jpg,416,416,hotspot,162,158,172,165,
eeff2499-7420-4d25-97f2-9a19909b4a83.jpg,416,416,hotspot,211,164,223,170,
eeff2499-7420-4d25-97f2-9a19909b4a83.jpg,416,416,hotspot,210,171,220,179,
537c69af-5237-4b8e-a2b9-b0810915bafa.jpg,416,416,hotspot,338,78,362,104,
a82ec71c-ccb0-451f-b6d5-0ad84929e41e.jpg,416,416,hotspot,325,183,345,206,
38c2b30a-821f-4c8c-9057-f68445fd7a83.jpg,416,416,hotspot,369,264,413,304,
38c2b30a-821f-4c8c-9057-f68445fd7a83.jpg,416,416,hotspot,338,274,377,313,
38c2b30a-821f-4c8c-9057-f68445fd7a83.jpg,416,416,hotspot,281,261,319,295,
38c2b30a-821f-4c8c-9057-f68445fd7a83.jpg,416,416,hotspot,305,286,341,326,
38c2b30a-821f-4c8c-9057-f68445fd7a83.jpg,416,416,hotspot,250,296,295,346,
38c2b30a-821f-4c8c-9057-f68445fd7a83.jpg,416,416,hotspot,179,284,229,326,
38c2b30a-821f-4c8c-9057-f68445fd7a83.jpg,416,416,hotspot,151,328,197,380,
38c2b30a-821f-4c8c-9057-f68445fd7a83.jpg,416,416,hotspot,121,337,165,394,
38c2b30a-821f-4c8c-9057-f68445fd7a83.jpg,416,416,hotspot,218,296,272,358,
cd3ebdd0-7438-4c11-8b1c-543596fde1cb.jpg,416,416,hotspot,251,27,327,97,
57231fa4-8028-472b-a55b-f66f8e9b0bf4.jpg,416,416,hotspot,40,196,54,211,
397df367-6415-4320-9b6c-02b8bb7192c6.jpg,416,416,hotspot,34,96,98,152,
f41a3455-4f50-4f37-a569-e3ee92e93545.jpg,416,416,hotspot,121,104,129,112,
f41a3455-4f50-4f37-a569-e3ee92e93545.jpg,416,416,hotspot,124,80,130,89,
f41a3455-4f50-4f37-a569-e3ee92e93545.jpg,416,416,hotspot,128,80,134,92,
f41a3455-4f50-4f37-a569-e3ee92e93545.jpg,416,416,hotspot,241,149,246,155,
f41a3455-4f50-4f37-a569-e3ee92e93545.jpg,416,416,hotspot,239,156,243,160,
f41a3455-4f50-4f37-a569-e3ee92e93545.jpg,416,416,hotspot,236,161,240,167,
f1f8f38d-844b-4a02-bf7d-d0e53031c1e2.jpg,416,416,hotspot,148,70,168,82,
8f3e221d-deb1-45ca-9ee1-25126c5c16c5.jpg,416,416,hotspot,33,31,113,106,
73bd7954-5755-4445-ba6c-c7d7086be331.jpg,416,416,hotspot,296,389,334,416,
ebed001e-7ab6-4870-8854-3ff0f4843dca.jpg,416,416,hotspot,307,328,385,415,
1d3733a2-0ed1-446c-bceb-13f55496f827.jpg,416,416,hotspot,196,107,283,190,
1d3733a2-0ed1-446c-bceb-13f55496f827.jpg,416,416,hotspot,112,165,207,252,
b0431ec1-e9cb-4782-ac85-aed823f10862.jpg,416,416,hotspot,22,248,50,274,
a987feaa-50f7-416a-bb41-7385b2f52aeb.jpg,416,416,hotspot,230,177,236,189,
a987feaa-50f7-416a-bb41-7385b2f52aeb.jpg,416,416,hotspot,225,190,230,200,
a987feaa-50f7-416a-bb41-7385b2f52aeb.jpg,416,416,hotspot,219,202,225,212,
72cc9b56-2dd6-4692-9a12-c757d718253b.jpg,416,416,hotspot,58,307,84,347,
e851bd4c-17fd-4446-ba17-e75d84960478.jpg,416,416,hotspot,155,67,188,105,
cd3156bf-ea18-420e-bb00-3fb823cb61ea.jpg,416,416,hotspot,77,46,191,249,
2f35cafc-66a8-463b-8c4e-2dc44f6f7615.jpg,416,416,hotspot,230,329,250,346,
57ed0c1d-f019-4cbf-ac36-a94af3f384f9.jpg,416,416,hotspot,223,227,231,232,
57ed0c1d-f019-4cbf-ac36-a94af3f384f9.jpg,416,416,hotspot,209,220,217,227,
57ed0c1d-f019-4cbf-ac36-a94af3f384f9.jpg,416,416,hotspot,198,217,208,223,
ab16b177-e538-4ffa-83bf-b0550a676ac7.jpg,416,416,hotspot,218,181,222,188,
ab16b177-e538-4ffa-83bf-b0550a676ac7.jpg,416,416,hotspot,213,167,217,173,
ab16b177-e538-4ffa-83bf-b0550a676ac7.jpg,416,416,hotspot,206,155,214,165,
ffa69bbe-ebe0-44a2-bd41-a3274aee8f05.jpg,416,416,hotspot,357,199,377,221,
eb3595c7-8156-460b-ad6c-8a24e1397244.jpg,416,416,hotspot,124,69,150,99,
acdd3332-c49b-4f92-b237-95250948bbf3.jpg,416,416,hotspot,48,196,68,216,
65b3d947-4ae4-4535-8690-dffdbb4b597b.jpg,416,416,hotspot,345,339,410,403,
65b3d947-4ae4-4535-8690-dffdbb4b597b.jpg,416,416,hotspot,301,62,332,83,
65b3d947-4ae4-4535-8690-dffdbb4b597b.jpg,416,416,hotspot,112,41,142,61,
e4eb3647-9ccc-4a22-8dd3-793fe213f1a9.jpg,416,416,hotspot,209,317,255,361,
3590b988-5ade-4758-90b0-e8cb04042b93.jpg,416,416,hotspot,118,344,181,416,
7bb59a1c-4ead-4d4c-aa91-6dcab0dc096a.jpg,416,416,hotspot,70,202,117,237,
7bb59a1c-4ead-4d4c-aa91-6dcab0dc096a.jpg,416,416,hotspot,113,190,144,226,
7bb59a1c-4ead-4d4c-aa91-6dcab0dc096a.jpg,416,416,hotspot,128,225,164,259,
7bb59a1c-4ead-4d4c-aa91-6dcab0dc096a.jpg,416,416,hotspot,169,215,209,249,
7bb59a1c-4ead-4d4c-aa91-6dcab0dc096a.jpg,416,416,hotspot,154,175,208,217,
7bb59a1c-4ead-4d4c-aa91-6dcab0dc096a.jpg,416,416,hotspot,206,162,253,202,
7bb59a1c-4ead-4d4c-aa91-6dcab0dc096a.jpg,416,416,hotspot,284,187,338,230,
7bb59a1c-4ead-4d4c-aa91-6dcab0dc096a.jpg,416,416,hotspot,334,116,392,174,
98c5f23e-1e2b-4585-b849-5b3fce3c58c8.jpg,416,416,hotspot,74,289,83,294,
98c5f23e-1e2b-4585-b849-5b3fce3c58c8.jpg,416,416,hotspot,56,287,60,291,
98c5f23e-1e2b-4585-b849-5b3fce3c58c8.jpg,416,416,hotspot,56,285,62,287,
98c5f23e-1e2b-4585-b849-5b3fce3c58c8.jpg,416,416,hotspot,111,181,118,185,
98c5f23e-1e2b-4585-b849-5b3fce3c58c8.jpg,416,416,hotspot,118,181,128,186,
98c5f23e-1e2b-4585-b849-5b3fce3c58c8.jpg,416,416,hotspot,127,184,132,188,
798f6bce-1018-4c5c-bdd2-317eb5094f45.jpg,416,416,hotspot,1,236,73,299,
4043e011-c581-4a97-a918-722d3363936c.jpg,416,416,diode,308,62,323,68,
4043e011-c581-4a97-a918-722d3363936c.jpg,416,416,diode,308,66,325,73,
4043e011-c581-4a97-a918-722d3363936c.jpg,416,416,diode,174,80,185,84,
4043e011-c581-4a97-a918-722d3363936c.jpg,416,416,diode,174,85,186,91,
4043e011-c581-4a97-a918-722d3363936c.jpg,416,416,diode,146,130,156,135,
4043e011-c581-4a97-a918-722d3363936c.jpg,416,416,diode,327,62,343,66,
